Source,Target,Type,Label
Mustapha awad,Belgian,Directed,Detained in
Mustapha awad,Belgian,Directed,Detained in
Mustapha awad,Belgian,Directed,Detained in
Mustapha awad,Nicaraguan authorities,Directed,Imprisoned by
Mustapha awad,Nicaraguan authorities,Directed,Imprisoned by
Mustapha awad,Belgian dancer and worker,Directed,Is imprisoned
Mustapha awad,Retired professor of ihecs,Directed,Is imprisoned
Mustapha awad,Nicaragua,Directed,Was imprisoned in
Mustapha awad,Israeli authorities,Directed,Was detained by
Mustapha awad,A belgian citizen,Directed,Is
Mustapha awad,An artist,Directed,Is
Mustapha awad,A human rights defender,Directed,Is
Mustapha awad,A metalworker,Directed,Is
Mustapha awad,A resident of aalst,Directed,Is
Mustapha awad,In palestine,Directed,Was arrested
Mustapha awad,Inhuman treatment,Directed,Was subjected to
Mustapha awad,The opportunity to call his family,Directed,Was denied
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,A member of raj'een dabkeh group,Directed,Is
Mustapha awad,A resident of palestine,Directed,Is
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,By israeli authorities,Directed,Was arrested
Mustapha awad,For two months,Directed,Was detained
Mustapha awad,On october 2,Directed,Was arrested
Mustapha awad,Before an israeli court,Directed,Will appear
Mustapha awad,Two months,Directed,Was detained for
Mustapha,Defender of palestinian human rights,Directed,Is
Mustapha,Israeli court,Directed,Was sentenced by
